pm25,pm10,co2,humidity,temperature,voc_reported,label
28.0,32.31,728.85,47.38,25.74,257.41,NORMAL
37.6,50.0,826.71,48.4,22.94,326.16,RISING_RISK
44.76,73.31,957.38,53.69,25.63,344.38,RISING_RISK
20.9,37.54,630.79,49.92,23.01,201.28,NORMAL
32.09,35.45,730.08,44.98,23.86,232.12,NORMAL
30.86,34.87,748.31,49.02,26.06,282.41,NORMAL
35.0,45.96,807.54,49.26,23.78,314.54,NORMAL
44.46,73.65,959.46,54.16,25.49,356.53,RISING_RISK
22.08,39.9,662.25,49.01,22.67,208.77,NORMAL
32.52,33.4,748.15,44.38,24.2,236.49,NORMAL
29.54,35.69,761.18,48.79,25.64,289.18,NORMAL
33.72,44.02,790.87,48.89,23.6,301.54,NORMAL
44.25,71.14,964.06,53.55,25.92,350.84,RISING_RISK
25.31,44.18,681.03,49.5,23.1,217.65,NORMAL
34.44,31.22,772.05,44.63,23.69,244.15,NORMAL
30.75,37.93,768.08,48.38,25.51,298.62,NORMAL
32.46,42.33,782.94,48.46,23.42,291.1,NORMAL
45.23,71.68,965.04,52.25,25.88,355.44,RISING_RISK
27.29,44.97,697.92,49.16,23.28,230.03,NORMAL
36.45,31.96,775.56,44.93,24.3,253.47,RISING_RISK
32.25,39.22,777.07,49.43,24.93,300.33,NORMAL
32.57,41.57,767.75,50.42,23.1,285.19,NORMAL
44.06,71.0,977.15,52.46,26.07,355.52,RISING_RISK
27.66,46.75,720.25,49.76,22.99,248.93,NORMAL
36.05,29.81,783.58,43.89,24.13,261.65,RISING_RISK
33.37,38.37,794.41,49.91,24.67,307.61,NORMAL
33.24,40.27,756.7,49.37,22.87,268.01,NORMAL
45.09,69.14,986.74,52.7,25.91,353.67,RISING_RISK
30.24,46.33,735.25,48.81,23.2,260.23,NORMAL
37.35,32.98,790.74,43.58,23.87,272.84,RISING_RISK
37.36,37.75,803.62,48.7,24.22,313.62,RISING_RISK
31.68,41.68,747.31,50.08,22.89,264.24,NORMAL
47.04,69.4,982.6,52.75,26.18,357.48,RISING_RISK
31.16,48.45,750.34,47.94,23.1,272.15,NORMAL
37.67,36.74,807.36,43.19,24.06,278.77,RISING_RISK
34.72,34.54,832.66,48.22,24.57,324.73,NORMAL
30.24,38.76,725.52,48.86,23.56,249.89,NORMAL
46.99,71.71,986.36,52.35,26.33,350.1,RISING_RISK
32.71,49.75,771.18,47.44,22.94,272.33,NORMAL
38.02,38.56,822.37,42.23,24.44,284.23,RISING_RISK
37.96,36.81,852.74,48.9,24.7,334.71,RISING_RISK
29.73,37.91,715.28,48.45,24.62,237.65,NORMAL
44.33,71.92,986.51,51.03,26.13,357.51,RISING_RISK
33.63,51.85,798.79,47.1,23.18,274.09,RISING_RISK
39.17,39.17,846.14,43.24,24.06,284.84,RISING_RISK
39.96,37.83,862.29,49.12,24.05,346.01,RISING_RISK
30.11,38.59,732.57,50.07,24.88,252.02,NORMAL
43.58,73.6,1003.09,50.18,25.47,374.59,STAGNATION_PREDICTED
32.99,54.89,810.46,46.78,23.21,279.39,RISING_RISK
40.27,41.66,848.18,41.89,24.05,291.97,RISING_RISK
38.83,36.43,869.94,48.77,24.01,335.29,RISING_RISK
30.53,39.8,762.91,50.45,25.62,255.45,NORMAL
46.29,73.3,998.32,49.51,24.54,379.18,RISING_RISK
32.02,54.06,803.24,47.33,23.01,292.66,RISING_RISK
37.27,41.67,844.2,42.58,23.87,290.92,RISING_RISK
39.7,37.6,882.78,47.37,23.62,332.02,RISING_RISK
32.76,39.91,782.7,49.31,25.37,256.94,NORMAL
47.42,71.22,990.26,49.06,24.14,378.61,RISING_RISK
31.48,53.38,790.19,46.24,23.06,274.31,RISING_RISK
37.9,44.02,841.54,42.18,23.95,302.94,RISING_RISK
39.54,39.33,891.55,48.85,23.79,329.45,RISING_RISK
33.28,41.56,818.32,48.03,25.84,250.44,NORMAL
45.75,73.55,992.92,48.82,24.46,370.89,RISING_RISK
32.11,47.09,779.04,48.34,23.05,294.3,NORMAL
38.47,43.51,844.19,42.51,24.23,307.99,RISING_RISK
41.88,39.36,891.15,50.74,24.24,340.03,RISING_RISK
34.82,42.99,834.94,46.78,26.51,257.11,NORMAL
44.92,72.01,995.32,49.09,24.25,373.3,RISING_RISK
30.3,45.82,774.48,48.2,23.57,292.37,NORMAL
40.48,46.38,836.19,42.14,24.44,309.35,RISING_RISK
43.16,40.24,884.16,50.3,24.09,340.09,RISING_RISK
36.7,44.89,834.31,47.38,25.95,266.4,RISING_RISK
44.19,73.71,989.64,49.63,24.84,389.33,RISING_RISK
28.84,43.96,769.53,49.49,23.67,287.23,NORMAL
41.92,44.43,858.51,42.08,24.57,308.22,RISING_RISK
45.11,43.08,897.11,51.52,24.28,347.28,RISING_RISK
35.32,46.16,845.25,47.66,25.62,267.47,RISING_RISK
45.76,69.98,1001.17,48.03,24.72,380.75,STAGNATION_PREDICTED
28.8,41.21,754.57,48.13,23.69,274.88,NORMAL
40.0,41.93,869.24,41.24,24.5,309.81,RISING_RISK
45.1,45.28,907.79,50.1,24.21,342.29,RISING_RISK
37.89,47.1,868.59,48.17,25.73,271.91,RISING_RISK
42.43,70.69,974.96,46.35,24.92,366.21,RISING_RISK
29.4,38.94,753.52,47.67,23.67,270.64,NORMAL
41.43,43.56,872.62,40.81,24.52,310.32,RISING_RISK
45.4,49.78,914.69,49.61,24.26,351.5,RISING_RISK
38.04,49.35,885.72,48.89,25.18,285.66,RISING_RISK
38.86,72.58,958.28,43.89,24.95,354.09,RISING_RISK
29.9,43.02,770.93,48.02,23.81,274.15,NORMAL
41.6,44.12,881.75,41.29,25.25,320.66,RISING_RISK
46.31,50.36,919.11,48.54,24.33,342.76,RISING_RISK
38.67,49.69,885.79,47.64,24.79,288.48,RISING_RISK
38.49,71.59,937.24,45.14,24.39,331.38,RISING_RISK
29.27,48.11,774.42,48.22,24.14,279.91,NORMAL
43.2,45.08,898.54,40.47,24.99,316.43,RISING_RISK
46.73,51.26,889.17,49.58,24.27,357.11,RISING_RISK
35.85,49.22,902.64,46.08,24.8,293.26,RISING_RISK
40.45,66.59,917.21,43.98,24.25,324.59,RISING_RISK
31.45,45.54,799.52,49.08,24.58,285.99,NORMAL
45.66,49.55,909.04,39.88,24.83,321.17,RISING_RISK
45.36,45.05,865.57,49.76,24.24,350.89,RISING_RISK
39.27,50.15,901.55,45.55,24.9,292.57,RISING_RISK
38.36,63.95,902.29,43.34,24.05,319.87,RISING_RISK
31.76,45.97,813.82,47.43,24.3,291.41,NORMAL
44.94,50.64,926.02,38.92,25.02,320.71,RISING_RISK
42.57,45.75,860.83,50.12,24.05,351.52,RISING_RISK
39.5,51.98,911.11,43.66,24.44,288.72,RISING_RISK
40.95,67.36,911.56,44.94,24.53,323.41,RISING_RISK
32.42,45.7,818.54,46.25,24.26,301.02,NORMAL
44.5,50.99,930.71,39.28,25.16,325.92,RISING_RISK
41.87,40.18,835.97,48.57,23.96,335.95,RISING_RISK
37.94,51.41,912.57,42.66,24.4,304.4,RISING_RISK
42.89,66.39,913.06,44.86,24.49,323.46,RISING_RISK
33.6,48.48,833.5,46.68,24.9,304.5,NORMAL
43.33,51.54,902.03,40.07,25.29,310.16,RISING_RISK
42.77,40.61,840.38,48.4,23.75,327.01,RISING_RISK
38.53,52.78,911.26,43.09,24.5,305.19,RISING_RISK
43.4,66.46,909.33,44.15,24.44,328.22,RISING_RISK
33.3,50.08,857.79,49.14,25.34,310.49,RISING_RISK
38.84,51.22,879.86,38.82,25.17,301.14,RISING_RISK
44.0,39.22,817.66,46.42,23.53,311.48,RISING_RISK
37.15,52.37,916.9,41.99,24.58,303.91,RISING_RISK
44.57,68.7,920.86,43.33,24.73,333.62,RISING_RISK
34.17,53.71,868.14,47.02,25.31,309.87,RISING_RISK
37.01,49.37,854.89,37.55,25.29,291.29,RISING_RISK
43.49,37.41,797.56,46.57,23.56,311.94,RISING_RISK
40.24,52.32,923.22,41.5,24.2,305.39,RISING_RISK
43.53,69.06,926.55,42.85,24.46,330.25,RISING_RISK
37.98,53.4,874.33,45.92,25.07,305.64,RISING_RISK
38.58,52.68,844.8,37.95,25.35,282.41,RISING_RISK
41.21,35.09,782.97,45.95,23.86,312.9,RISING_RISK
38.87,50.67,927.03,39.86,24.07,310.35,RISING_RISK
42.59,71.19,923.18,45.15,24.02,328.2,RISING_RISK
37.35,53.99,893.3,45.21,25.19,306.32,RISING_RISK
34.8,52.52,814.29,38.47,25.41,271.24,RISING_RISK
37.94,32.8,754.18,46.55,23.72,300.89,RISING_RISK
41.42,55.97,936.25,41.26,24.4,314.67,RISING_RISK
44.81,69.0,917.45,45.41,24.02,327.12,RISING_RISK
37.46,54.4,892.89,45.04,25.55,316.47,RISING_RISK
35.72,54.69,804.06,40.02,25.33,266.47,RISING_RISK
35.35,34.15,726.84,44.8,23.73,288.82,RISING_RISK
43.48,56.25,952.14,42.34,23.78,325.98,RISING_RISK
45.48,69.95,933.98,44.92,23.08,338.61,RISING_RISK
36.34,56.87,889.28,43.69,25.54,326.54,RISING_RISK
35.03,50.48,806.08,40.88,25.53,258.55,RISING_RISK
33.82,36.85,727.56,43.55,23.44,278.44,NORMAL
40.48,55.95,937.72,42.02,23.83,310.0,RISING_RISK
46.64,71.47,939.84,45.97,23.28,347.89,RISING_RISK
38.12,58.11,891.66,43.3,25.74,325.53,RISING_RISK
34.1,51.15,789.24,40.4,25.21,249.93,RISING_RISK
32.22,35.91,720.39,43.87,23.84,261.85,NORMAL
43.61,59.12,944.18,40.88,23.62,310.42,RISING_RISK
45.96,68.53,939.89,46.15,23.19,350.23,RISING_RISK
38.66,60.85,901.62,43.41,25.5,333.05,RISING_RISK
33.69,51.84,781.22,40.99,25.1,254.52,RISING_RISK
31.13,34.09,711.35,42.89,23.27,251.66,NORMAL
45.3,60.78,957.88,42.27,23.27,315.38,RISING_RISK
44.51,68.63,952.42,43.78,22.86,347.96,RISING_RISK
39.25,60.91,909.55,43.88,25.4,337.27,RISING_RISK
33.34,51.97,762.19,41.79,25.63,259.08,RISING_RISK
30.63,36.3,710.68,43.71,22.99,253.71,NORMAL
46.33,63.82,955.19,41.42,23.03,317.44,RISING_RISK
43.26,66.37,962.42,43.94,22.4,344.23,RISING_RISK
40.45,65.12,916.69,43.67,24.73,348.31,RISING_RISK
31.96,49.7,748.08,42.63,25.48,245.74,NORMAL
29.97,34.76,700.32,42.92,23.65,249.01,NORMAL
48.67,66.55,960.29,40.39,23.04,311.37,RISING_RISK
44.28,66.74,976.9,42.95,21.99,345.91,RISING_RISK
40.12,67.67,925.42,44.2,24.86,347.42,RISING_RISK
27.65,48.87,729.22,42.3,24.64,236.43,NORMAL
29.46,33.43,676.42,42.89,24.02,243.67,NORMAL
48.43,68.48,968.0,40.94,22.97,315.4,RISING_RISK
43.6,68.68,994.04,42.6,21.82,352.12,RISING_RISK
41.48,67.57,923.82,42.33,24.75,350.46,RISING_RISK
28.26,47.32,741.76,40.99,24.02,241.31,NORMAL
26.7,33.49,682.1,43.11,24.05,239.27,NORMAL
49.43,66.7,982.91,40.69,22.67,313.91,RISING_RISK
44.46,65.6,1004.41,42.61,22.5,347.96,STAGNATION_PREDICTED
42.26,69.22,933.78,42.25,24.58,352.51,RISING_RISK
28.43,48.67,770.89,40.8,24.19,253.46,NORMAL
24.46,31.29,665.58,43.08,24.09,228.58,NORMAL
48.95,65.26,987.86,41.94,22.97,324.73,RISING_RISK
45.55,70.07,1001.32,43.83,23.42,348.94,STAGNATION_PREDICTED
43.06,71.0,942.37,41.61,24.99,354.49,RISING_RISK
28.51,48.77,776.26,40.76,24.13,261.28,NORMAL
23.44,28.54,667.58,43.19,24.21,225.68,NORMAL
48.87,64.84,986.53,43.79,23.28,329.51,RISING_RISK
45.28,69.48,1013.32,46.53,23.21,357.22,STAGNATION_PREDICTED
43.9,73.26,935.11,40.58,25.55,356.1,RISING_RISK
30.68,52.73,796.11,40.53,23.92,265.7,RISING_RISK
21.81,29.77,653.3,43.86,24.6,220.0,NORMAL
50.49,65.7,991.33,43.28,23.26,329.81,RISING_RISK
44.39,72.79,1015.53,45.09,23.53,348.18,STAGNATION_PREDICTED
46.92,75.03,946.05,40.29,25.37,356.37,RISING_RISK
27.85,52.01,814.82,40.06,23.99,269.57,RISING_RISK
16.6,32.2,630.71,44.34,24.43,213.41,NORMAL
51.05,61.11,1000.35,42.74,23.11,334.54,STAGNATION_PREDICTED
44.11,77.29,1030.68,43.05,23.86,350.04,STAGNATION_PREDICTED
48.1,71.56,949.77,42.89,25.15,356.54,RISING_RISK
30.46,53.09,834.16,40.54,23.47,276.4,RISING_RISK
17.65,33.22,627.04,44.66,24.45,207.7,NORMAL
47.41,62.13,992.96,43.89,22.76,336.64,RISING_RISK
40.83,74.38,1018.93,43.2,23.7,334.92,STAGNATION_PREDICTED
49.5,74.08,946.29,42.12,25.46,362.86,RISING_RISK
32.83,53.53,852.79,39.5,23.65,283.68,RISING_RISK
16.3,33.41,614.28,45.24,24.88,203.64,NORMAL
45.7,64.04,1003.95,43.06,22.79,339.29,STAGNATION_PREDICTED
41.1,68.11,1001.82,41.36,23.63,324.82,STAGNATION_PREDICTED
50.98,73.34,948.1,41.5,24.93,358.59,RISING_RISK
33.88,55.73,854.95,40.7,23.39,286.69,RISING_RISK
16.47,31.57,621.82,44.88,24.69,200.65,NORMAL
45.0,59.83,997.2,41.72,22.86,338.39,RISING_RISK
37.49,63.56,984.86,43.33,23.58,315.32,RISING_RISK
48.93,74.27,944.89,40.44,24.66,357.35,RISING_RISK
33.2,56.48,859.71,40.41,23.28,282.37,RISING_RISK
17.07,25.61,632.22,44.42,24.38,203.94,NORMAL
44.85,60.21,1002.51,40.56,23.22,334.23,STAGNATION_PREDICTED
36.96,63.75,957.41,43.33,24.17,305.07,RISING_RISK
49.89,75.43,948.21,40.97,24.29,358.95,RISING_RISK
34.12,54.38,861.82,39.21,23.57,290.66,RISING_RISK
15.87,25.46,632.25,43.16,24.09,207.13,NORMAL
47.46,62.36,995.51,38.84,23.08,335.82,RISING_RISK
34.25,61.61,921.33,42.59,24.09,297.41,RISING_RISK
48.35,73.57,949.95,40.07,23.74,364.35,RISING_RISK
35.34,53.41,888.66,38.59,23.81,304.77,RISING_RISK
13.26,25.04,640.25,43.13,23.86,210.07,NORMAL
48.06,64.02,1004.96,40.18,22.75,338.04,STAGNATION_PREDICTED
30.81,59.06,907.0,43.07,23.62,287.88,RISING_RISK
49.16,74.03,953.85,38.68,23.99,375.06,RISING_RISK
34.71,56.38,907.01,39.3,24.35,314.62,RISING_RISK
17.1,22.66,643.47,43.04,24.24,203.83,NORMAL
48.57,63.88,1004.66,40.47,22.99,333.65,STAGNATION_PREDICTED
29.7,57.88,884.61,41.95,23.99,278.18,RISING_RISK
48.07,75.77,963.04,36.79,23.77,373.9,RISING_RISK
38.94,56.33,913.17,40.3,24.37,315.44,RISING_RISK
18.81,21.93,647.07,43.78,24.05,193.35,NORMAL
47.67,65.24,999.04,40.95,23.45,331.39,RISING_RISK
27.75,55.03,855.4,42.09,24.34,278.73,RISING_RISK
49.48,80.77,973.7,37.19,24.24,377.58,RISING_RISK
40.95,57.66,920.58,39.73,24.23,310.26,RISING_RISK
18.63,21.13,635.12,43.84,24.0,188.79,NORMAL
46.75,63.66,1009.22,41.08,23.18,327.71,STAGNATION_PREDICTED
26.84,52.11,847.78,41.79,24.11,281.05,RISING_RISK
50.73,82.53,987.34,37.45,24.35,377.25,RISING_RISK
41.22,63.43,923.94,37.89,24.0,313.65,RISING_RISK
14.44,20.7,626.34,45.15,24.32,179.77,NORMAL
45.83,61.89,1012.17,39.28,23.21,328.46,STAGNATION_PREDICTED
26.48,52.36,817.49,42.31,24.18,272.92,RISING_RISK
49.97,81.31,990.41,36.24,24.46,385.11,RISING_RISK
44.31,63.28,948.37,37.68,24.22,326.01,RISING_RISK
14.8,21.2,613.52,45.04,24.21,185.61,NORMAL
43.01,60.66,1003.45,39.47,23.09,322.04,STAGNATION_PREDICTED
27.12,47.03,795.87,42.92,24.08,268.2,NORMAL
50.09,81.08,1000.63,35.7,24.66,389.39,STAGNATION_PREDICTED
44.67,65.93,947.24,37.76,24.66,332.03,RISING_RISK
14.54,22.26,599.37,46.11,24.2,188.2,NORMAL
41.13,58.65,976.35,38.91,22.81,320.0,RISING_RISK
27.06,46.87,772.73,43.11,24.18,249.8,NORMAL
50.79,81.44,994.45,35.47,24.67,384.5,RISING_RISK
43.79,68.48,957.52,38.06,25.1,336.63,RISING_RISK
14.01,20.48,602.24,44.08,24.06,180.71,NORMAL
38.42,61.05,955.68,39.26,22.87,293.32,RISING_RISK
25.87,45.73,761.63,41.05,24.32,236.55,NORMAL
51.21,82.14,1000.01,35.78,24.74,379.19,STAGNATION_PREDICTED
46.14,71.89,967.32,37.52,24.81,336.14,RISING_RISK
13.19,21.5,618.62,46.49,24.15,196.86,NORMAL
36.32,59.26,945.67,39.81,22.66,291.33,RISING_RISK
23.57,42.88,763.41,41.58,23.86,239.87,NORMAL
51.79,81.16,993.34,35.95,25.04,373.99,RISING_RISK
49.47,74.55,983.47,37.31,24.61,329.85,RISING_RISK
12.64,23.77,625.53,45.83,23.83,203.17,NORMAL
35.32,57.4,926.37,39.89,23.03,287.18,RISING_RISK
25.19,38.36,749.39,40.62,23.72,243.25,NORMAL
52.31,80.48,1003.78,35.42,24.82,379.92,STAGNATION_PREDICTED
48.89,73.02,991.52,37.15,24.54,343.49,RISING_RISK
14.11,25.37,642.8,44.68,24.16,211.61,NORMAL
35.8,55.01,914.33,38.06,23.19,277.95,RISING_RISK
25.76,39.06,731.29,40.36,23.61,233.29,NORMAL
52.37,82.68,1007.93,36.44,24.41,378.94,STAGNATION_PREDICTED
48.33,70.54,1009.18,36.06,24.44,349.65,STAGNATION_PREDICTED
14.96,26.08,665.42,46.25,24.09,224.16,NORMAL
32.07,50.38,896.92,38.72,23.89,264.1,RISING_RISK
23.14,38.48,716.93,42.45,23.42,223.25,NORMAL
49.18,83.34,986.19,36.58,24.19,362.63,RISING_RISK
50.3,71.4,1023.03,35.88,25.14,352.64,STAGNATION_PREDICTED
15.82,28.94,683.11,46.37,23.78,247.14,NORMAL
30.15,49.53,887.11,37.18,24.04,271.95,NORMAL
20.22,35.49,712.12,42.7,23.82,216.48,NORMAL
48.71,77.95,967.9,36.74,24.08,348.34,RISING_RISK
50.41,74.2,1019.29,35.14,25.18,351.73,STAGNATION_PREDICTED
19.75,30.16,702.23,45.69,24.04,258.01,NORMAL
28.51,46.71,865.55,39.39,24.51,262.86,NORMAL
20.68,37.78,701.16,43.07,24.06,211.08,NORMAL
47.57,75.65,950.86,36.06,24.27,345.27,RISING_RISK
51.25,72.97,1028.26,35.75,24.82,343.64,STAGNATION_PREDICTED
21.46,30.49,720.57,45.06,24.16,266.6,NORMAL
25.08,47.29,839.54,38.73,24.6,249.27,NORMAL
19.46,35.47,697.24,43.36,24.17,212.33,NORMAL
46.08,71.92,938.46,35.66,24.32,330.85,RISING_RISK
53.29,72.34,1034.58,36.57,25.2,359.5,STAGNATION_PREDICTED
21.62,32.56,748.39,44.29,24.52,283.11,NORMAL
25.42,46.45,860.38,40.15,24.49,256.02,NORMAL
18.8,39.28,677.27,43.16,24.04,211.3,NORMAL
44.22,71.32,923.44,35.9,24.12,326.89,RISING_RISK
54.97,71.33,1051.83,35.53,24.72,363.89,STAGNATION_PREDICTED
23.55,38.31,765.75,44.16,24.42,289.92,NORMAL
26.28,44.89,873.26,40.37,24.37,261.17,NORMAL
19.13,36.95,680.16,42.56,24.08,215.15,NORMAL
40.67,69.15,907.08,36.38,24.15,320.27,RISING_RISK
53.45,69.89,1056.0,35.66,24.97,361.78,STAGNATION_PREDICTED
24.63,37.23,775.54,46.47,24.23,301.11,NORMAL
27.26,43.36,889.16,39.89,24.05,265.54,NORMAL
18.8,36.71,672.03,39.86,24.32,209.55,NORMAL
39.03,66.1,894.15,37.76,24.01,319.88,RISING_RISK
52.24,67.46,1055.19,36.1,24.85,370.49,STAGNATION_PREDICTED
24.03,40.75,790.56,45.58,24.17,312.29,NORMAL
30.97,43.18,910.9,39.8,24.11,263.7,NORMAL
15.82,35.4,667.04,40.45,24.5,203.67,NORMAL
37.64,66.39,874.13,37.11,24.06,311.55,RISING_RISK
53.46,67.44,1068.98,36.52,25.18,359.24,STAGNATION_PREDICTED
23.38,44.53,805.36,45.37,24.17,321.06,NORMAL
31.85,45.96,919.1,39.67,23.91,277.56,NORMAL
16.39,34.08,662.72,40.54,24.51,209.66,NORMAL
40.33,65.34,839.84,36.64,24.37,314.18,RISING_RISK
51.98,69.01,1069.53,35.74,24.81,366.43,STAGNATION_PREDICTED
24.43,45.25,817.68,44.92,24.33,323.82,NORMAL
33.6,50.23,923.0,39.17,24.53,288.69,RISING_RISK
12.9,35.54,638.96,42.06,24.14,212.44,NORMAL
38.67,61.38,827.09,36.76,24.82,321.04,RISING_RISK
55.1,67.49,1072.53,36.36,24.48,363.36,STAGNATION_PREDICTED
28.09,45.81,839.57,45.21,24.46,331.37,NORMAL
35.14,54.02,917.31,38.81,24.78,289.35,RISING_RISK
14.92,34.35,627.32,42.09,24.09,207.22,NORMAL
35.8,58.45,811.08,36.63,24.87,304.0,RISING_RISK
56.03,70.77,1081.38,37.41,24.83,362.27,STAGNATION_PREDICTED
28.67,46.52,859.04,45.76,24.57,336.88,NORMAL
34.86,54.56,916.54,39.95,24.66,298.47,RISING_RISK
14.3,34.82,624.25,42.54,24.46,200.23,NORMAL
33.05,53.65,791.39,36.92,24.93,297.46,RISING_RISK
55.29,68.04,1060.37,38.88,24.71,352.13,STAGNATION_PREDICTED
29.23,51.67,873.39,45.51,24.34,331.37,RISING_RISK
33.91,55.6,918.04,40.36,25.01,301.05,RISING_RISK
13.73,33.72,615.75,43.12,24.58,194.19,NORMAL
31.39,51.38,784.04,38.33,25.11,288.03,RISING_RISK
52.1,67.28,1033.2,38.56,24.82,339.04,STAGNATION_PREDICTED
31.81,51.03,879.67,44.75,24.57,341.03,RISING_RISK
35.16,58.32,908.17,39.11,25.23,302.06,RISING_RISK
14.14,32.73,595.15,42.99,24.38,201.94,NORMAL
30.22,48.77,780.66,38.9,25.12,277.53,NORMAL
49.83,65.82,1005.06,40.33,24.81,329.03,STAGNATION_PREDICTED
31.34,48.29,898.19,43.09,24.46,343.83,NORMAL
34.27,60.19,920.7,38.82,25.04,307.72,RISING_RISK
16.57,33.54,566.76,42.34,24.38,204.72,NORMAL
30.01,48.3,766.67,37.64,25.17,269.52,NORMAL
47.1,64.92,976.11,40.55,24.36,318.73,RISING_RISK
33.21,53.56,906.34,44.7,24.72,337.3,RISING_RISK
33.71,60.55,934.99,39.1,25.22,311.33,RISING_RISK
14.99,28.14,558.2,42.72,24.11,210.48,NORMAL
29.18,49.06,753.76,37.89,25.37,266.8,NORMAL
44.37,61.39,938.26,40.54,24.6,302.55,RISING_RISK
32.93,53.22,914.82,45.16,24.18,338.64,RISING_RISK
35.5,63.38,924.65,40.07,25.58,322.78,RISING_RISK
12.95,28.78,538.15,42.32,24.57,199.22,NORMAL
31.74,48.2,738.92,38.84,25.06,259.19,NORMAL
44.21,58.78,923.88,40.63,24.29,292.33,RISING_RISK
32.62,55.25,907.54,43.75,24.59,348.94,RISING_RISK
35.95,61.22,935.12,40.48,25.14,320.8,RISING_RISK
14.2,26.77,537.83,41.1,24.43,211.29,NORMAL
31.21,46.79,729.74,40.41,24.85,257.69,NORMAL
41.23,58.77,906.26,41.5,24.07,283.59,RISING_RISK
33.27,54.66,909.98,41.51,25.02,350.61,RISING_RISK
35.57,63.12,951.18,39.97,24.82,339.71,RISING_RISK
14.25,27.64,539.3,42.68,24.47,196.68,NORMAL
31.83,45.95,729.36,40.22,24.82,258.41,NORMAL
38.41,57.59,890.58,40.29,23.97,278.36,RISING_RISK
35.5,56.15,926.54,41.96,24.59,356.17,RISING_RISK
36.64,61.28,925.57,39.73,25.09,327.23,RISING_RISK
15.16,30.66,537.81,42.02,24.44,183.74,NORMAL
30.83,46.42,723.49,40.0,24.68,253.8,NORMAL
38.62,55.92,868.28,40.57,23.8,261.86,RISING_RISK
34.52,53.35,943.58,40.22,24.51,355.75,RISING_RISK
33.83,62.76,913.59,39.7,25.22,313.09,RISING_RISK
18.23,27.45,543.98,41.44,24.26,178.38,NORMAL
29.43,42.76,718.24,40.87,24.67,251.52,NORMAL
35.16,52.62,838.36,39.3,23.81,250.82,RISING_RISK
32.66,57.15,934.98,40.38,24.36,343.33,RISING_RISK
32.69,61.32,890.07,42.08,25.12,308.55,RISING_RISK
18.33,27.85,526.64,42.72,23.76,183.62,NORMAL
29.6,44.18,697.32,40.15,24.65,238.29,NORMAL
34.57,52.7,817.66,38.58,23.63,240.99,RISING_RISK
31.37,56.49,916.17,40.77,24.59,328.4,RISING_RISK
32.56,57.13,872.9,40.3,24.86,295.03,RISING_RISK
20.55,31.86,556.43,42.11,23.65,205.14,NORMAL
26.13,45.73,680.96,42.99,24.36,232.98,NORMAL
32.57,52.8,809.77,38.27,24.17,240.52,RISING_RISK
29.76,52.1,899.9,41.59,24.68,325.87,RISING_RISK
33.16,55.26,851.51,39.96,24.83,288.14,RISING_RISK
24.15,34.41,585.86,41.21,23.62,225.54,NORMAL
24.3,47.05,661.2,43.95,24.5,239.39,NORMAL
30.59,51.69,787.35,37.95,24.53,234.73,RISING_RISK
28.26,49.31,901.59,43.99,24.51,297.77,NORMAL
31.38,56.06,816.49,40.77,25.31,286.23,RISING_RISK
27.1,36.14,601.99,40.63,23.37,235.84,NORMAL
23.73,48.69,657.94,45.51,24.56,236.32,NORMAL
29.33,50.52,775.9,38.97,24.41,232.03,RISING_RISK
26.8,48.4,886.06,44.6,24.48,281.82,NORMAL
31.59,56.87,811.63,40.69,25.65,279.04,RISING_RISK
26.12,42.09,624.34,39.29,23.32,239.07,NORMAL
22.11,45.64,641.88,46.24,24.55,236.03,NORMAL
27.8,51.53,769.53,40.72,24.68,231.68,RISING_RISK
25.9,46.17,870.9,45.27,24.15,283.86,NORMAL
29.7,55.76,790.74,39.84,25.91,267.23,RISING_RISK
27.27,45.84,656.73,38.43,23.26,252.71,NORMAL
21.58,41.88,641.29,47.36,24.41,237.5,NORMAL
27.14,49.59,741.16,40.41,24.43,215.4,NORMAL
24.84,48.48,860.03,47.3,24.64,280.06,NORMAL
28.57,56.01,772.49,39.75,25.24,265.0,RISING_RISK
28.05,46.06,665.56,37.46,23.31,258.23,NORMAL
19.43,41.0,636.47,49.1,24.41,235.91,NORMAL
25.42,46.74,727.2,42.28,24.97,210.8,NORMAL
24.18,48.64,840.67,47.74,24.51,282.48,NORMAL
26.25,57.35,771.67,40.08,24.6,256.46,RISING_RISK
31.27,45.46,696.19,36.3,22.97,263.57,NORMAL
20.12,38.96,623.49,48.49,24.76,231.44,NORMAL
24.72,47.54,717.82,41.84,25.09,214.69,NORMAL
23.19,45.78,824.2,48.09,25.14,271.74,NORMAL
23.79,54.99,764.4,38.85,24.44,251.75,RISING_RISK
33.28,45.94,713.02,36.8,23.01,277.05,NORMAL
18.51,38.58,619.87,49.09,24.77,227.15,NORMAL
26.32,48.23,707.56,40.66,25.31,222.28,NORMAL
23.32,43.01,835.85,46.28,25.05,268.62,NORMAL
24.63,54.99,745.59,39.94,24.23,249.53,RISING_RISK
36.24,47.76,734.78,36.48,22.97,296.63,RISING_RISK
18.52,39.33,606.13,47.61,24.85,214.69,NORMAL
25.02,46.87,709.07,41.7,25.11,219.49,NORMAL
22.53,36.63,826.26,48.75,24.94,283.96,NORMAL
24.98,54.68,742.3,39.5,24.45,246.08,RISING_RISK
37.05,49.82,758.65,36.49,23.01,296.76,RISING_RISK
